Age,Occupation,Risk Tolerance,Investment Duration,Financial Goals,Investment Amount,Liquidity Needs,Investment Recommendation,Annual Income
42,Consultant,Medium,Short-term,Emergency Fund,330020,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1207343
53,Teacher,Medium,Long-term,Wealth Building,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1062288
45,Government Employee,Medium,Mid-term,Marriage,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,919928
58,Self-Employed,Medium,Mid-term,Education,483854,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,569078
27,Engineer,Low,Mid-term,Marriage,367982,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,937186
23,Freelancer,Medium,Long-term,Wealth Building,42577,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,784709
49,IT Professional,Low,Long-term,Retirement,500000,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,550282
38,Lawyer,High,Mid-term,Marriage,299107,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,908099
63,Government Employee,Medium,Long-term,Retirement,22175,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1063912
34,Teacher,Low,Mid-term,Marriage,348967,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,630199
49,Self-Employed,Medium,Mid-term,Education,347952,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,509443
61,Service Industry,Medium,Short-term,Emergency Fund,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,308250
55,Consultant,Medium,Long-term,Wealth Building,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,1232096
59,Artist,Low,Short-term,Emergency Fund,252504,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1146131
47,Consultant,Low,Short-term,Emergency Fund,454593,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,487971
57,Service Industry,Low,Mid-term,Education,492298,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,810484
32,Teacher,Medium,Mid-term,Marriage,459872,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,336959
20,Artist,High,Short-term,Emergency Fund,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,672564
45,Artist,High,Mid-term,Education,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,498939
53,IT Professional,Medium,Mid-term,Marriage,398074,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,897512
46,IT Professional,High,Long-term,Retirement,227088,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,924634
29,Government Employee,High,Long-term,Retirement,352992,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,569620
51,Consultant,Low,Short-term,Emergency Fund,407064,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,619001
54,Lawyer,High,Long-term,Retirement,500000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1259528
37,Artist,Low,Short-term,Emergency Fund,500000,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,602355
21,Banker,High,Mid-term,Education,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,1221061
62,Government Employee,Medium,Long-term,Wealth Building,32665,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,348667
52,Self-Employed,Medium,Short-term,Emergency Fund,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,722584
45,Banker,Medium,Mid-term,Education,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,949853
29,Teacher,High,Long-term,Wealth Building,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1096168
32,Student,Medium,Long-term,Wealth Building,80000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,90629
62,IT Professional,Medium,Mid-term,Education,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,735831
43,Doctor,Low,Long-term,Retirement,500000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,780529
52,Freelancer,High,Long-term,Retirement,202127,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,411457
56,Banker,Medium,Mid-term,Marriage,81268,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,525480
37,Freelancer,High,Short-term,Emergency Fund,459238,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,714630
59,Freelancer,High,Long-term,Retirement,106557,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,920423
35,Freelancer,Medium,Long-term,Wealth Building,154645,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,774712
22,Lawyer,High,Long-term,Wealth Building,500000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1166630
46,Doctor,Medium,Mid-term,Education,465418,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,1255393
26,Consultant,High,Short-term,Emergency Fund,37482,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,616602
53,Lawyer,High,Long-term,Retirement,500000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,1118842
27,Retail Worker,Medium,Long-term,Retirement,216585,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,435557
31,Self-Employed,High,Mid-term,Education,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,503763
43,Service Industry,Medium,Long-term,Wealth Building,370616,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1183864
44,IT Professional,High,Short-term,Emergency Fund,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1037186
42,Retail Worker,Low,Short-term,Emergency Fund,500000,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,432335
39,IT Professional,Low,Short-term,Emergency Fund,500000,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,791708
58,Government Employee,Low,Short-term,Emergency Fund,500000,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,855414
34,Doctor,Low,Long-term,Retirement,500000,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,541139
19,Freelancer,Low,Short-term,Emergency Fund,500000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,449316
62,Retail Worker,Medium,Long-term,Wealth Building,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,560952
45,Banker,Medium,Long-term,Retirement,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,894564
39,Doctor,Medium,Long-term,Wealth Building,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,1297814
50,IT Professional,Low,Long-term,Retirement,500000,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,597864
50,Freelancer,High,Long-term,Wealth Building,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,1054375
37,Retail Worker,Low,Short-term,Emergency Fund,500000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,709381
60,Lawyer,High,Mid-term,Marriage,237356,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1087845
24,Consultant,Low,Long-term,Retirement,44019,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,645279
24,Engineer,Medium,Short-term,Emergency Fund,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,541220
39,Freelancer,Low,Short-term,Emergency Fund,500000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,620183
26,Doctor,Medium,Mid-term,Education,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1024241
29,Lawyer,Medium,Long-term,Wealth Building,71023,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,364252
50,Artist,Medium,Long-term,Wealth Building,231516,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1070040
28,Student,Low,Mid-term,Education,80000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,91086
30,Freelancer,Medium,Short-term,Emergency Fund,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,583582
55,Retail Worker,Low,Mid-term,Marriage,185042,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1040425
34,Artist,Medium,Long-term,Wealth Building,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,364636
44,Banker,Medium,Mid-term,Education,425248,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,550147
49,Self-Employed,Low,Long-term,Wealth Building,153066,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1156456
27,Self-Employed,Medium,Long-term,Wealth Building,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,763336
51,Self-Employed,High,Long-term,Wealth Building,323412,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,965902
25,Self-Employed,Low,Long-term,Wealth Building,470443,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1088763
41,Business Owner,High,Short-term,Emergency Fund,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,923705
22,Engineer,Medium,Mid-term,Marriage,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1002294
42,Consultant,Low,Mid-term,Marriage,18391,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,1279988
32,Artist,Low,Long-term,Wealth Building,500000,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,705316
44,Engineer,Medium,Mid-term,Education,365919,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,1040132
23,Self-Employed,Medium,Long-term,Wealth Building,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1047679
45,Service Industry,High,Mid-term,Marriage,443023,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,1085982
64,Student,Medium,Long-term,Wealth Building,80000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,99557
62,Retail Worker,High,Long-term,Wealth Building,14040,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,451485
45,Teacher,High,Long-term,Wealth Building,90151,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,340928
20,Student,High,Short-term,Emergency Fund,80000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,58843
40,Retail Worker,Low,Long-term,Retirement,304025,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,983155
60,Engineer,Medium,Mid-term,Education,435434,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,654497
42,Service Industry,Medium,Short-term,Emergency Fund,470774,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,655511
33,Self-Employed,Low,Long-term,Retirement,314259,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,381314
30,Banker,High,Short-term,Emergency Fund,465046,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,350956
51,IT Professional,Low,Mid-term,Education,500000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,363024
26,Freelancer,Low,Long-term,Retirement,500000,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,542554
23,Service Industry,High,Short-term,Emergency Fund,433086,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,733176
37,Student,Medium,Long-term,Retirement,80000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,70075
50,Retail Worker,Medium,Long-term,Wealth Building,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,514728
60,Freelancer,High,Mid-term,Marriage,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,451905
35,Consultant,Low,Long-term,Wealth Building,500000,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,482082
44,Engineer,Medium,Long-term,Retirement,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,836330
36,Retail Worker,Low,Long-term,Retirement,482726,Medium,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,665123
34,Artist,High,Short-term,Emergency Fund,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,560522
26,Service Industry,High,Short-term,Emergency Fund,500000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,791189
36,Freelancer,Medium,Long-term,Wealth Building,360331,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,672562
41,Engineer,High,Short-term,Emergency Fund,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,363244
48,Consultant,Medium,Mid-term,Education,125374,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,844091
28,Lawyer,Medium,Mid-term,Marriage,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,689138
62,Artist,Low,Mid-term,Education,500000,Medium,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,1073254
58,Teacher,High,Long-term,Retirement,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,474736
42,Teacher,Medium,Mid-term,Education,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1239643
26,Business Owner,High,Long-term,Wealth Building,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,486481
28,Teacher,High,Long-term,Wealth Building,472319,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,488575
47,Teacher,High,Short-term,Emergency Fund,47893,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,572765
55,Consultant,Low,Mid-term,Marriage,360277,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,701054
59,Freelancer,High,Mid-term,Marriage,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,810884
59,Retail Worker,Low,Mid-term,Education,241454,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,893117
54,Student,Low,Long-term,Wealth Building,63033,Medium,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,78054
64,Doctor,High,Mid-term,Marriage,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,1247520
33,Lawyer,High,Short-term,Emergency Fund,500000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,856837
44,Business Owner,Medium,Mid-term,Education,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,549987
42,Banker,Medium,Long-term,Wealth Building,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,598839
21,Engineer,Medium,Long-term,Wealth Building,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,1057306
40,Consultant,Low,Long-term,Wealth Building,41334,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1035815
46,IT Professional,Low,Short-term,Emergency Fund,68156,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,695385
64,Self-Employed,High,Long-term,Retirement,236678,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1007847
45,Doctor,Low,Long-term,Retirement,500000,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,667410
20,Teacher,Medium,Mid-term,Education,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1039111
55,Business Owner,Low,Short-term,Emergency Fund,161808,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,1183193
59,Freelancer,Medium,Short-term,Emergency Fund,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1069058
50,Business Owner,High,Long-term,Retirement,500000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1226227
48,Business Owner,Medium,Short-term,Emergency Fund,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,1158053
51,Artist,High,Long-term,Wealth Building,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,1015907
37,Engineer,Low,Long-term,Wealth Building,314589,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,909382
21,Government Employee,Medium,Short-term,Emergency Fund,117183,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1155976
